ID,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,health,absences,G1,G2,G3,curso,alcohol
423,GP,M,15,U,GT3,T,higher education,5th to 9th grade,health,services,other,mother,<15 min,<2 hours,0,no,no,no,no,yes,yes,yes,no,2,2,4,1,0,11,11,11,por,Si
424,GP,M,16,U,LE3,A,secondary education,higher education,services,other,home,mother,<15 min,2 to 5 hours,0,yes,yes,yes,yes,yes,yes,yes,no,5,3,3,5,2,12,12,13,por,No
425,GP,M,16,U,GT3,T,higher education,higher education,teacher,teacher,home,mother,<15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,5,5,4,12,11,12,por,Si
426,GP,M,15,U,GT3,T,higher education,higher education,health,services,home,mother,<15 min,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,no,5,4,2,5,0,10,11,11,por,Si
427,GP,M,15,U,GT3,T,higher education,higher education,services,services,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,5,2,15,15,15,por,No
428,GP,M,15,R,GT3,T,higher education,secondary education,teacher,at_home,course,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,5,2,5,0,13,14,15,por,No
429,GP,M,15,U,LE3,T,secondary education,secondary education,other,other,course,mother,<15 min,2 to 5 hours,0,no,no,no,yes,no,yes,yes,no,5,3,2,2,0,13,12,12,por,No
430,GP,M,16,U,GT3,T,secondary education,5th to 9th grade,other,other,home,mother,<15 min,<2 hours,0,no,yes,no,no,no,yes,yes,no,5,4,3,5,4,12,12,12,por,No
431,GP,F,15,U,GT3,T,5th to 9th grade,secondary education,other,other,other,father,15 to 30 min.,<2 hours,0,no,yes,no,yes,yes,yes,no,no,3,5,1,5,4,11,11,11,por,No
432,GP,M,15,U,LE3,T,higher education,secondary education,teacher,services,home,mother,<15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,4,0,14,14,14,por,No
433,GP,M,16,R,GT3,A,higher education,higher education,other,teacher,reputation,mother,15 to 30 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,2,4,3,5,4,13,13,13,por,No
434,GP,F,15,R,GT3,T,secondary education,higher education,services,health,course,mother,<15 min,5 to 10 hours,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,5,2,11,12,12,por,No
435,GP,F,15,R,GT3,T,5th to 9th grade,5th to 9th grade,at_home,other,reputation,mother,<15 min,<2 hours,0,yes,yes,no,yes,yes,yes,no,no,4,3,1,2,8,14,13,12,por,No
436,GP,F,16,U,LE3,T,5th to 9th grade,5th to 9th grade,other,other,home,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,no,yes,yes,yes,3,3,3,3,16,11,11,10,por,No
437,GP,M,15,U,LE3,T,higher education,higher education,teacher,other,home,other,<15 min,<2 hours,0,no,yes,no,no,no,yes,yes,yes,5,4,3,5,8,10,11,11,por,Si
438,GP,M,15,U,GT3,T,higher education,higher education,services,teacher,course,father,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,5,0,14,15,15,por,No
439,GP,M,15,U,GT3,T,5th to 9th grade,5th to 9th grade,services,services,course,father,<15 min,<2 hours,0,yes,yes,no,no,yes,yes,yes,no,5,4,1,1,0,9,10,10,por,No
440,GP,F,16,U,LE3,T,5th to 9th grade,5th to 9th grade,other,at_home,course,father,15 to 30 min.,2 to 5 hours,1,yes,no,no,yes,yes,yes,yes,no,4,3,3,5,14,10,11,11,por,No
441,GP,F,15,U,LE3,A,higher education,secondary education,other,other,course,mother,<15 min,2 to 5 hours,0,yes,yes,yes,yes,yes,yes,yes,yes,5,2,2,5,4,10,11,11,por,No
442,GP,F,16,U,LE3,A,secondary education,secondary education,other,services,home,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,2,3,5,3,6,13,12,13,por,No
443,GP,M,16,U,GT3,T,higher education,secondary education,health,services,reputation,mother,<15 min,>10 hours,0,no,no,no,yes,yes,yes,yes,no,4,2,2,2,2,17,17,17,por,No
444,GP,M,15,U,GT3,T,higher education,5th to 9th grade,teacher,other,home,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,no,no,4,3,3,5,4,11,12,13,por,No
445,GP,F,15,U,GT3,T,higher education,higher education,services,teacher,other,father,<15 min,2 to 5 hours,0,yes,yes,no,yes,no,yes,yes,no,4,4,4,3,2,13,12,12,por,No
446,GP,F,16,U,LE3,T,5th to 9th grade,5th to 9th grade,services,services,course,mother,30 min to 1 hour,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,4,0,14,13,13,por,No
447,GP,F,15,U,LE3,T,higher education,5th to 9th grade,health,other,other,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,5,0,16,14,16,por,No
448,GP,M,15,U,LE3,A,higher education,5th to 9th grade,health,health,other,father,15 to 30 min.,<2 hours,0,no,no,no,no,yes,yes,no,no,5,5,5,5,4,10,9,9,por,Si
449,GP,F,15,U,GT3,T,higher education,higher education,services,services,course,mother,<15 min,<2 hours,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,5,0,13,12,12,por,No
450,GP,F,15,U,LE3,A,secondary education,secondary education,other,other,other,mother,<15 min,<2 hours,0,no,no,no,no,yes,yes,yes,no,5,3,4,1,0,13,12,13,por,Si
451,GP,F,16,U,GT3,A,5th to 9th grade,primary education (4th grade),other,other,other,mother,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,5,3,4,2,2,12,13,12,por,No
452,GP,F,15,U,GT3,A,higher education,secondary education,services,services,reputation,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,0,15,14,15,por,No
453,GP,M,15,U,GT3,T,higher education,higher education,teacher,health,reputation,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,3,2,2,5,8,15,15,16,por,No
454,GP,M,15,U,LE3,T,primary education (4th grade),5th to 9th grade,other,at_home,home,father,<15 min,2 to 5 hours,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,5,0,14,13,14,por,No
455,GP,F,16,U,GT3,T,higher education,5th to 9th grade,services,other,course,mother,<15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,2,3,5,2,16,15,16,por,No
456,GP,F,16,R,GT3,T,higher education,higher education,health,teacher,other,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,2,4,4,4,0,17,16,16,por,No
457,GP,F,16,U,GT3,T,primary education (4th grade),primary education (4th grade),services,services,course,father,>1 hour,<2 hours,0,yes,yes,no,yes,no,yes,yes,yes,5,5,5,5,0,10,10,16,por,Si
458,GP,F,16,U,LE3,T,primary education (4th grade),5th to 9th grade,other,services,reputation,father,<15 min,2 to 5 hours,0,yes,no,no,yes,yes,yes,yes,no,4,4,3,1,0,13,13,10,por,No
459,GP,F,16,U,GT3,T,higher education,secondary education,teacher,health,home,mother,<15 min,5 to 10 hours,0,yes,yes,no,yes,yes,yes,yes,no,3,4,4,4,0,14,13,13,por,Si
460,GP,F,15,U,LE3,T,higher education,secondary education,services,services,reputation,father,<15 min,2 to 5 hours,0,yes,no,no,yes,yes,yes,yes,yes,4,4,4,2,0,13,12,12,por,Si
461,GP,F,16,U,LE3,T,higher education,secondary education,teacher,services,course,mother,30 min to 1 hour,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,2,16,15,16,por,No
462,GP,M,15,U,GT3,A,higher education,higher education,other,services,reputation,mother,<15 min,>10 hours,0,no,yes,no,yes,no,yes,yes,yes,1,3,3,3,0,11,12,12,por,Si
463,GP,F,16,U,GT3,T,secondary education,primary education (4th grade),services,other,course,mother,<15 min,>10 hours,0,yes,yes,no,no,yes,yes,yes,no,4,3,3,5,0,10,9,10,por,No
464,GP,F,15,R,LE3,T,5th to 9th grade,5th to 9th grade,health,services,reputation,mother,15 to 30 min.,2 to 5 hours,0,yes,yes,no,no,yes,yes,yes,no,4,1,3,4,0,11,10,11,por,No
465,GP,F,15,R,LE3,T,secondary education,primary education (4th grade),other,other,reputation,father,15 to 30 min.,>10 hours,0,no,yes,no,no,no,yes,yes,no,4,4,2,3,6,15,15,15,por,No
466,GP,M,16,U,GT3,T,secondary education,primary education (4th grade),other,other,reputation,father,15 to 30 min.,>10 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,2,5,2,13,11,11,por,No
467,GP,M,15,U,GT3,T,higher education,5th to 9th grade,other,other,course,mother,<15 min,>10 hours,0,no,no,no,no,yes,yes,yes,no,3,3,3,3,0,11,9,10,por,No
468,GP,F,15,R,GT3,T,primary education (4th grade),primary education (4th grade),other,other,reputation,mother,<15 min,2 to 5 hours,0,yes,yes,no,no,no,yes,yes,yes,3,3,4,5,2,13,11,11,por,Si
469,GP,M,16,U,GT3,T,secondary education,primary education (4th grade),other,other,reputation,mother,<15 min,<2 hours,0,no,no,no,yes,yes,yes,no,no,5,3,2,5,0,13,13,14,por,No
470,GP,F,16,U,GT3,T,secondary education,secondary education,other,services,home,mother,<15 min,2 to 5 hours,0,yes,yes,no,yes,yes,yes,yes,no,4,3,3,5,4,11,11,11,por,Si
471,GP,M,15,U,GT3,T,higher education,secondary education,teacher,other,home,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,5,0,11,11,11,por,No
472,GP,M,15,U,GT3,T,higher education,None,teacher,other,course,mother,15 to 30 min.,>10 hours,0,no,no,no,yes,yes,yes,yes,no,3,4,3,1,0,12,11,11,por,No
473,GP,F,16,U,GT3,T,5th to 9th grade,5th to 9th grade,other,other,reputation,mother,<15 min,>10 hours,0,no,no,no,no,yes,yes,yes,yes,5,2,3,3,1,13,13,13,por,No
474,GP,M,17,U,GT3,T,5th to 9th grade,primary education (4th grade),other,other,home,mother,15 to 30 min.,<2 hours,3,yes,yes,no,yes,yes,no,yes,no,4,5,1,3,0,9,9,10,por,No
475,GP,F,16,U,GT3,T,secondary education,higher education,at_home,other,course,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,2,4,3,3,14,12,11,11,por,No
476,GP,M,15,U,GT3,T,5th to 9th grade,secondary education,other,services,course,father,<15 min,<2 hours,0,yes,yes,no,yes,no,yes,yes,yes,3,2,2,3,0,11,11,12,por,No
477,GP,M,15,U,GT3,T,5th to 9th grade,secondary education,other,other,home,mother,<15 min,5 to 10 hours,0,yes,no,no,no,no,yes,yes,no,5,3,2,5,2,10,9,9,por,No
478,GP,F,15,U,LE3,T,secondary education,5th to 9th grade,services,other,reputation,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,4,5,4,12,11,11,por,No
479,GP,M,15,U,LE3,T,5th to 9th grade,5th to 9th grade,services,services,home,mother,15 to 30 min.,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,4,2,13,12,13,por,No
480,GP,F,15,U,GT3,T,primary education (4th grade),primary education (4th grade),other,other,home,father,<15 min,2 to 5 hours,0,no,yes,no,yes,no,yes,yes,no,4,3,2,4,2,13,12,12,por,No
481,GP,F,15,U,GT3,T,higher education,higher education,services,services,reputation,father,15 to 30 min.,2 to 5 hours,0,no,no,no,no,yes,yes,yes,yes,4,4,4,5,4,12,11,12,por,No
482,GP,F,16,U,LE3,T,5th to 9th grade,5th to 9th grade,at_home,other,course,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,no,no,4,3,4,2,6,13,11,11,por,No
483,GP,F,15,U,GT3,T,higher education,5th to 9th grade,other,other,reputation,mother,<15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,4,15,15,15,por,No
484,GP,M,16,U,GT3,T,5th to 9th grade,5th to 9th grade,services,other,reputation,father,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,no,yes,yes,no,4,4,2,3,6,12,10,11,por,No
485,GP,M,16,U,LE3,A,higher education,higher education,teacher,health,reputation,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,no,no,4,1,3,5,6,9,9,10,por,Si
486,GP,F,16,U,GT3,T,secondary education,secondary education,other,other,home,mother,<15 min,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,4,2,9,11,11,por,No
487,GP,F,15,U,GT3,T,higher education,secondary education,services,other,reputation,mother,<15 min,<2 hours,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,6,14,13,13,por,No
488,GP,F,16,U,LE3,T,secondary education,primary education (4th grade),other,other,home,father,<15 min,2 to 5 hours,0,yes,yes,no,no,yes,yes,no,no,3,3,3,2,0,12,13,12,por,No
489,GP,F,16,U,GT3,T,higher education,5th to 9th grade,teacher,services,home,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,2,13,14,14,por,No
490,GP,M,15,U,LE3,T,5th to 9th grade,5th to 9th grade,services,health,reputation,mother,<15 min,>10 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,4,2,11,12,12,por,No
491,GP,F,15,R,GT3,T,primary education (4th grade),primary education (4th grade),at_home,other,home,mother,15 to 30 min.,>10 hours,0,yes,yes,yes,yes,yes,yes,yes,no,3,1,2,1,4,13,13,13,por,No
492,GP,M,16,R,GT3,T,higher education,secondary education,services,other,reputation,mother,15 to 30 min.,<2 hours,0,yes,yes,yes,yes,no,yes,yes,no,3,3,3,4,6,9,11,11,por,No
493,GP,F,16,U,GT3,T,5th to 9th grade,primary education (4th grade),other,other,course,mother,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,4,3,5,5,0,13,12,12,por,No
494,GP,F,16,U,GT3,T,higher education,higher education,other,other,reputation,mother,<15 min,<2 hours,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,4,12,13,13,por,No
495,GP,F,16,U,GT3,T,higher education,secondary education,other,at_home,course,mother,<15 min,5 to 10 hours,0,yes,yes,no,no,yes,yes,yes,no,5,3,5,3,2,12,13,13,por,No
496,GP,M,16,U,GT3,T,higher education,higher education,services,services,other,mother,<15 min,<2 hours,0,yes,yes,no,yes,yes,yes,yes,no,4,5,5,4,12,9,9,8,por,Si
497,GP,M,16,U,GT3,T,higher education,higher education,services,teacher,other,father,<15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,4,0,16,16,16,por,No
498,GP,M,15,U,GT3,T,higher education,higher education,services,other,course,mother,<15 min,<2 hours,0,no,yes,yes,yes,no,yes,yes,no,5,3,3,5,2,12,13,12,por,No
499,GP,F,15,U,GT3,T,secondary education,5th to 9th grade,services,other,home,mother,15 to 30 min.,2 to 5 hours,0,yes,yes,no,no,yes,yes,yes,no,4,3,5,2,16,11,10,10,por,No
500,GP,M,15,U,GT3,A,secondary education,higher education,services,other,course,mother,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,0,16,16,16,por,No
501,GP,F,15,U,GT3,A,secondary education,secondary education,other,health,reputation,father,<15 min,>10 hours,0,yes,no,no,no,yes,yes,no,no,4,3,3,4,10,10,10,10,por,No
502,GP,F,15,U,GT3,T,5th to 9th grade,5th to 9th grade,other,other,course,mother,<15 min,>10 hours,0,yes,yes,no,no,yes,yes,yes,no,5,1,2,3,4,10,10,10,por,No
503,GP,M,16,U,GT3,T,secondary education,secondary education,services,other,home,father,<15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,5,4,13,14,14,por,No
504,GP,M,15,R,GT3,T,higher education,higher education,other,other,home,father,>1 hour,>10 hours,0,no,yes,no,yes,yes,yes,yes,yes,1,3,5,1,8,12,10,11,por,Si
505,GP,F,16,U,LE3,T,higher education,higher education,health,health,other,mother,<15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,4,2,15,15,14,por,No
506,GP,M,15,U,LE3,A,higher education,higher education,teacher,teacher,course,mother,<15 min,<2 hours,0,no,no,no,yes,yes,yes,yes,no,5,5,3,4,4,13,14,14,por,No
507,GP,F,16,R,GT3,T,secondary education,secondary education,services,other,reputation,father,<15 min,5 to 10 hours,0,yes,yes,no,yes,yes,yes,yes,no,4,1,2,2,4,11,11,11,por,No
508,GP,F,16,U,GT3,T,5th to 9th grade,5th to 9th grade,at_home,other,home,mother,<15 min,2 to 5 hours,1,yes,no,no,yes,yes,yes,yes,no,3,1,2,5,12,8,10,10,por,No
509,GP,M,15,U,LE3,T,higher education,5th to 9th grade,teacher,other,course,mother,<15 min,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,5,2,3,10,18,17,18,por,No
510,GP,M,15,R,GT3,T,5th to 9th grade,primary education (4th grade),health,services,reputation,mother,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,5,4,10,9,10,por,No
511,GP,M,16,U,GT3,T,higher education,higher education,teacher,teacher,course,father,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,5,6,16,14,14,por,No
512,GP,M,15,U,GT3,T,higher education,higher education,other,teacher,reputation,father,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,4,4,3,2,4,16,15,16,por,No
513,GP,M,16,U,GT3,T,secondary education,secondary education,other,services,home,father,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,5,4,2,5,6,14,14,15,por,No
514,GP,M,17,R,GT3,T,primary education (4th grade),secondary education,other,other,course,father,30 min to 1 hour,2 to 5 hours,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,5,14,12,11,11,por,No
515,GP,M,15,U,GT3,T,secondary education,higher education,other,other,reputation,father,<15 min,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,4,3,4,2,14,13,14,por,No
516,GP,F,15,U,GT3,T,primary education (4th grade),5th to 9th grade,at_home,services,course,mother,<15 min,2 to 5 hours,0,no,no,no,no,no,yes,yes,no,3,2,3,1,0,14,14,14,por,No
517,GP,M,15,U,GT3,T,5th to 9th grade,5th to 9th grade,services,services,home,father,<15 min,>10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,5,4,5,6,14,13,13,por,No
518,GP,F,16,U,LE3,T,5th to 9th grade,higher education,other,health,course,father,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,2,2,5,2,14,12,13,por,No
519,GP,M,16,U,GT3,T,higher education,higher education,health,other,course,mother,<15 min,<2 hours,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,5,4,12,13,13,por,No
520,GP,F,16,U,GT3,T,5th to 9th grade,5th to 9th grade,other,other,home,mother,<15 min,2 to 5 hours,0,no,no,no,no,yes,yes,yes,yes,5,4,4,5,0,12,11,11,por,No
521,GP,M,15,U,GT3,T,secondary education,higher education,services,services,home,father,<15 min,<2 hours,0,yes,no,no,no,yes,yes,yes,no,5,5,5,5,2,9,9,9,por,Si
522,GP,F,15,U,LE3,A,secondary education,higher education,other,other,home,mother,<15 min,2 to 5 hours,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,0,10,11,11,por,No
523,GP,F,19,U,GT3,T,None,primary education (4th grade),at_home,other,course,other,<15 min,2 to 5 hours,2,no,yes,no,no,no,no,no,no,3,4,2,5,0,9,10,11,por,No
524,GP,M,16,R,GT3,T,higher education,higher education,teacher,teacher,course,mother,<15 min,<2 hours,0,no,no,no,yes,yes,yes,yes,no,3,5,5,4,8,14,14,15,por,Si
525,GP,M,16,U,GT3,T,5th to 9th grade,secondary education,other,other,course,mother,15 to 30 min.,5 to 10 hours,0,no,yes,no,no,no,yes,yes,yes,3,2,3,1,4,13,12,13,por,No
526,GP,F,15,R,GT3,T,secondary education,higher education,services,teacher,course,father,15 to 30 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,5,0,10,11,12,por,No
527,GP,F,18,U,GT3,T,5th to 9th grade,primary education (4th grade),services,other,reputation,mother,<15 min,2 to 5 hours,3,no,yes,no,yes,yes,no,yes,yes,5,4,5,5,10,10,9,8,por,No
528,GP,F,17,U,LE3,A,5th to 9th grade,primary education (4th grade),other,other,course,mother,30 min to 1 hour,<2 hours,0,no,yes,no,no,yes,yes,yes,no,3,2,2,5,8,11,10,11,por,No
529,GP,F,15,U,GT3,T,primary education (4th grade),primary education (4th grade),at_home,other,course,mother,30 min to 1 hour,<2 hours,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,4,6,11,12,13,por,No
530,GP,F,17,U,LE3,T,5th to 9th grade,5th to 9th grade,other,other,course,father,<15 min,<2 hours,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,5,2,13,12,12,por,No
531,GP,F,16,U,GT3,A,secondary education,higher education,services,other,course,father,<15 min,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,2,1,5,12,15,13,14,por,No
532,GP,M,16,U,GT3,T,5th to 9th grade,primary education (4th grade),at_home,other,course,mother,>1 hour,<2 hours,0,no,no,no,no,yes,yes,no,no,3,2,1,2,4,9,9,11,por,No
533,GP,F,16,U,GT3,A,5th to 9th grade,5th to 9th grade,other,other,home,mother,<15 min,<2 hours,1,no,no,no,no,yes,yes,no,no,5,3,4,5,12,13,11,11,por,No
534,GP,M,15,R,GT3,T,secondary education,higher education,at_home,teacher,course,mother,>1 hour,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,5,3,3,5,2,12,11,11,por,No
535,GP,F,15,U,GT3,T,higher education,higher education,services,at_home,course,mother,<15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,5,4,13,14,15,por,No
536,GP,M,17,R,GT3,T,secondary education,higher education,at_home,other,course,mother,30 min to 1 hour,2 to 5 hours,0,no,no,no,no,yes,yes,no,no,5,4,5,5,2,10,9,10,por,Si
537,GP,F,16,R,GT3,T,primary education (4th grade),primary education (4th grade),at_home,other,course,mother,>1 hour,2 to 5 hours,0,no,yes,no,no,yes,yes,no,no,5,1,3,3,0,14,13,13,por,No
538,GP,M,18,U,LE3,T,secondary education,primary education (4th grade),services,services,course,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,yes,3,3,4,4,2,11,11,12,por,Si
539,GP,F,18,U,GT3,A,secondary education,5th to 9th grade,other,services,course,other,<15 min,5 to 10 hours,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,5,10,12,11,11,por,Si
540,GP,F,16,R,GT3,T,primary education (4th grade),primary education (4th grade),other,services,reputation,mother,15 to 30 min.,<2 hours,0,no,yes,no,yes,yes,yes,no,yes,3,3,3,1,8,12,11,11,por,No
541,GP,F,16,U,GT3,A,secondary education,secondary education,other,other,course,other,15 to 30 min.,<2 hours,0,no,yes,no,yes,no,yes,yes,yes,4,3,2,5,4,9,9,10,por,No
542,GP,M,16,U,LE3,T,primary education (4th grade),primary education (4th grade),services,other,course,mother,<15 min,2 to 5 hours,2,no,no,no,no,yes,yes,no,yes,4,4,4,5,0,10,10,10,por,No
543,GP,F,15,U,GT3,T,higher education,higher education,teacher,teacher,course,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,4,3,2,5,6,13,14,14,por,No
544,GP,F,15,R,GT3,T,primary education (4th grade),primary education (4th grade),other,other,course,mother,30 min to 1 hour,<2 hours,1,no,no,no,yes,yes,yes,yes,yes,5,5,5,1,2,8,9,9,por,No
545,GP,M,15,U,GT3,T,higher education,secondary education,teacher,services,course,father,15 to 30 min.,>10 hours,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,3,6,9,11,11,por,No
546,GP,F,15,U,GT3,A,secondary education,secondary education,services,services,home,mother,<15 min,2 to 5 hours,0,no,no,no,no,no,yes,no,yes,1,3,2,1,24,9,8,9,por,No
547,GP,M,16,U,GT3,T,higher education,higher education,services,services,course,mother,<15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,5,0,15,13,13,por,No
548,GP,M,16,U,LE3,T,5th to 9th grade,5th to 9th grade,services,services,reputation,father,15 to 30 min.,<2 hours,0,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,4,12,11,11,por,No
549,GP,F,15,U,GT3,T,higher education,higher education,teacher,services,course,mother,<15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,5,2,13,13,13,por,No
550,GP,F,16,U,LE3,T,primary education (4th grade),primary education (4th grade),at_home,at_home,course,mother,<15 min,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,4,4,1,4,10,11,11,por,Si
551,GP,M,17,U,GT3,T,5th to 9th grade,primary education (4th grade),other,other,home,mother,<15 min,<2 hours,0,no,yes,no,no,yes,yes,yes,no,5,4,5,5,22,9,7,6,por,No
552,GP,F,15,U,GT3,T,primary education (4th grade),primary education (4th grade),other,services,course,father,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,2,5,0,12,12,12,por,No
553,GP,F,15,U,LE3,A,5th to 9th grade,primary education (4th grade),at_home,other,home,mother,15 to 30 min.,<2 hours,0,no,yes,no,yes,yes,no,yes,yes,4,4,2,5,0,11,10,10,por,No
554,GP,F,15,U,GT3,T,secondary education,5th to 9th grade,health,services,home,father,<15 min,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,no,3,3,2,3,2,11,11,11,por,No
555,GP,F,15,U,GT3,T,primary education (4th grade),5th to 9th grade,at_home,other,course,mother,<15 min,2 to 5 hours,0,no,yes,no,no,no,yes,yes,no,4,3,2,5,6,13,12,13,por,No
556,GP,F,15,U,GT3,T,primary education (4th grade),5th to 9th grade,at_home,services,course,father,<15 min,2 to 5 hours,0,no,no,no,no,no,yes,no,yes,2,3,4,1,6,11,11,11,por,Si
557,GP,M,16,U,GT3,T,higher education,higher education,teacher,teacher,course,mother,<15 min,<2 hours,0,no,yes,no,no,yes,no,yes,yes,3,3,2,5,16,9,9,8,por,No
558,GP,M,15,U,LE3,A,5th to 9th grade,primary education (4th grade),services,other,course,mother,>1 hour,<2 hours,0,no,no,no,no,yes,yes,yes,no,4,5,5,5,0,12,11,11,por,Si
559,GP,M,18,U,LE3,T,primary education (4th grade),primary education (4th grade),other,other,course,mother,<15 min,<2 hours,2,no,no,no,no,yes,no,yes,yes,2,3,5,4,0,11,9,0,por,Si
560,GP,M,16,U,LE3,T,5th to 9th grade,primary education (4th grade),at_home,other,course,mother,<15 min,<2 hours,1,no,no,no,yes,yes,yes,no,yes,4,4,4,5,6,9,10,10,por,Si
561,GP,F,15,R,GT3,T,secondary education,secondary education,services,services,reputation,other,15 to 30 min.,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,3,2,13,13,13,por,No
562,GP,M,19,U,GT3,T,secondary education,5th to 9th grade,services,at_home,home,mother,<15 min,<2 hours,0,no,yes,no,no,yes,no,yes,yes,4,5,4,4,6,11,9,11,por,No
563,GP,F,17,U,GT3,T,higher education,higher education,other,teacher,course,mother,<15 min,<2 hours,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,4,0,13,13,13,por,No
564,GP,M,15,R,GT3,T,5th to 9th grade,secondary education,at_home,services,course,mother,<15 min,2 to 5 hours,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,0,7,8,8,por,No
565,GP,M,17,R,LE3,T,primary education (4th grade),5th to 9th grade,other,other,reputation,mother,<15 min,<2 hours,3,no,no,no,no,yes,yes,no,no,2,2,2,5,14,9,8,10,por,Si
566,GP,F,18,R,GT3,T,primary education (4th grade),primary education (4th grade),at_home,other,course,mother,30 min to 1 hour,<2 hours,3,no,yes,no,yes,no,yes,no,no,5,2,5,4,6,11,10,11,por,No
